Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,required_fields (product.metafields.custom.required_fields),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Bag/Case material (product.metafields.shopify.bag-case-material),Cocktail decoration design (product.metafields.shopify.cocktail-decoration-design),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
handmade-acrylic-dangle-earrings-statement-jewelry,,,,Apparel & Accessories > Jewelry > Earrings,Jewelry,,,,Bat Engraved,,,,,,,,,0.0,shopify,10,deny,manual,12.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/54bae6b1-il_fullxfull.7407237495_4pr7.jpg?v=1769382587,8,,,Handmade Acrylic Dangle Earrings | Goth Statement Jewelry,Lightweight handmade acrylic earrings with unique cut & engraved designs. Stainless steel hooks. Perfect goth statement jewelry for everyday!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
handmade-acrylic-dangle-earrings-statement-jewelry,,,,Apparel & Accessories > Jewelry > Earrings,Jewelry,,,,Spider,,,,,,,,,0.0,shopify,10,deny,manual,12.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/c98d325c-il_fullxfull.7407237493_g9et.jpg?v=1769382586,9,,,Handmade Acrylic Dangle Earrings | Goth Statement Jewelry,Lightweight handmade acrylic earrings with unique cut & engraved designs. Stainless steel hooks. Perfect goth statement jewelry for everyday!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dog-breed-leatherette-patch-custom-pet-name-tag,Custom Dog Breed Leatherette Patch with Name,"<p>Celebrate the bond between you and your furry best friend with these custom 3 inch x 2 inch leatherette iron-on patches! Each one is laser-engraved with your dog’s name and breed, perfect for adding a personal touch to jackets, hats, bags, bandanas, or even your child’s gear.</p>

<p>Whether it’s for you and your pup, or a special matching moment for your child and their best buddy, these patches make the sweetest personalized accessory. They make great gifts for dog parents, kids, or anyone who loves their pup like family.</p>

<p>How to Order:<br>
1. Choose your dog’s breed design from the chart (numbers 1–21).<br>
2. Fill out the personalization box with: The breed number (example: “#8”) The name you’d like to appear on the patch (example: “Luna’s Bestie”), so that it reads something like ""#8 Luna's Bestie.""<br>
3. If your dog’s breed isn’t shown, message me for more options! I’m happy to customize it for you.</p>

<p>*Please note: This listing is for the patch only. Hats, bags, or other items shown are for display purposes and are not included.</p>",Midnight Muse Made,Apparel & Accessories > Clothing Accessories > Patches & Pins,Pet Accessories,"custom_dog_name, custom_jacket_patch, custom_pet_patch, dog_bandana_patch, dog_breed_patch, dog_mom_gift, Faux leather, faux_leather_patch, iron_on_name_patch, kids_name_patch, laser_engraved_patch, leatherette_patch, personal_dog_patch, pet_lover_gift",true,Title,Default Title,,,,,,,,,0.0,shopify,29,deny,manual,12.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/a45eb17e-il_fullxfull.7550340685_524s.jpg?v=1769382586,1,,false,Custom Dog Breed Leatherette Patch | Personalized Pet Name,"Laser-engraved 3x2 inch leatherette patch with your dog breed & name. Iron-on for jackets, hats & bags. Perfect dog mom gift. Shop now!",166,,,,,,,,,,,"Please enter the number of your dog breed (see images with 1-21)
What should you patch say?",,,,,,,,,,,,lb,,,active
personalized-dog-breed-leatherette-patch-custom-pet-name-tag,,,,,Pet Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/525414f2-il_fullxfull.7359355776_g1d5.jpg?v=1769382590,2,,,Custom Dog Breed Leatherette Patch | Personalized Pet Name,"Laser-engraved 3x2 inch leatherette patch with your dog breed & name. Iron-on for jackets, hats & bags. Perfect dog mom gift. Shop now!",,,,,,,,,,,,,,,,,,,,,,,,,,,
personalized-dog-breed-leatherette-patch-custom-pet-name-tag,,,,,Pet Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/6d35d4a7-il_fullxfull.7502383456_kqmh.jpg?v=1769382588,3,,,Custom Dog Breed Leatherette Patch | Personalized Pet Name,"Laser-engraved 3x2 inch leatherette patch with your dog breed & name. Iron-on for jackets, hats & bags. Perfect dog mom gift. Shop now!",,,,,,,,,,,,,,,,,,,,,,,,,,,
personalized-dog-breed-leatherette-patch-custom-pet-name-tag,,,,,Pet Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/bb8f90a9-il_fullxfull.7550319825_l7mh.jpg?v=1769382587,4,,,Custom Dog Breed Leatherette Patch | Personalized Pet Name,"Laser-engraved 3x2 inch leatherette patch with your dog breed & name. Iron-on for jackets, hats & bags. Perfect dog mom gift. Shop now!",,,,,,,,,,,,,,,,,,,,,,,,,,,
personalized-real-wood-slice-ornament-with-state-outline-or-pet-name,Personalized Wood Slice Ornament - State or Pet Design,"<p>Personalized Wood Slice Ornament – State or Pet Design 🎄</p>

<p>Celebrate your favorite place or furry friend with a custom wood slice ornament made just for you. Each piece is cut from real wood, so no two are exactly alike—perfect for rustic trees, travel-themed decor, and even dark, gothic holiday setups. 🌙</p>

<p>✨ What you’ll receive<br>
• One custom wood slice ornament (state outline or dog/cat design)<br>
• Personalized with your choice of name and year<br>
• Finished with natural jute twine, ready to hang on your tree</p>

<p>🖤 Design options<br>
• State Outline – Your chosen state, plus name and year (great for new homes or favorite trips)<br>
• Dog/Cat Design – Your pet’s breed silhouette (or style offered) and their name<br>
• Works beautifully on cozy farmhouse trees, woodland themes, and moody gothic holiday decor</p>

<p>🔍 Details<br>
• Real wood slice, approx. 3–3.5"" (sizes vary slightly due to natural wood)<br>
• Vinyl design on front (smooth and crisp against the wood grain)<br>
• Includes natural jute hanger; upgrade to a black ribbon in the shop (if available) for a darker, gothic look<br>
• Each ornament is made to order just for you in Denver, Colorado</p>

<p>🎁 Perfect for<br>
• New homeowners and “first Christmas in our new home”<br>
• Pet parents, dog moms/dads, and cat lovers<br>
• Travel lovers commemorating a favorite state or destination<br>
• Stocking stuffers, ornament exchanges, and holiday host gifts<br>
• Memorial ornaments in honor of a beloved pet</p>

<p>📝 How to order<br>
• Choose your Design from the dropdown: “State” or “Dog/Cat”<br>
• In the personalization box, include:<br>
• For State: State name + Name + Year<br>
• For Pet: Dog or cat breed + Pet name + Year (optional)<br>
• Example:<br>
• State: “Colorado – The Millers – 2024”<br>
• Pet: “German Shepherd – Luna – 2025”</p>

<p>🌲 Please note<br>
• Wood slices will vary slightly in shape, bark, and grain—this is part of their rustic charm and makes each ornament one of a kind.<br>
• Colors may appear a bit different from screen to screen, but the natural wood and design will be as shown in the listing photos.</p>

<p>If you’d like a different ribbon color, a specific breed, or a more gothic/spooky vibe for your ornament photos, feel free to message me—I love custom ideas. 🕯️🖤</p>",Midnight Muse Made,Home & Garden > Decor > Seasonal & Holiday Decorations > Holiday Ornaments,Holiday Ornaments,"custom_cat_ornament, custom_dog_ornament, gothic_christmas_pet, new_home_ornament, personalized_pet, pet_memorial_decor, rustic_tree_decor, rustic_xmas_ornament, spooky_holiday_decor, state_outline_decor, travel_keepsake_gift, Vinyl, Wood, wood_slice_ornament, woodland_christmas",true,Design,State,,,,,,,,,0.0,shopify,10,deny,manual,10.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/c210a261-il_fullxfull.7434519456_51qu.jpg?v=1769382586,1,,false,Personalized Wood Slice Ornament | State or Pet Design,Custom real wood slice ornament with state outline or pet silhouette. Perfect rustic Christmas decor. Handmade in Denver. Order yours today!,3144,,,,,,,,,,,What dog breed or state would you like?,,,,,,,,,,,,lb,,,active
personalized-real-wood-slice-ornament-with-state-outline-or-pet-name,,,,,Holiday Ornaments,,,,Dog/Cat,,,,,,,,,0.0,shopify,10,deny,manual,10.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/d818a32a-il_fullxfull.6732030299_g34z.jpg?v=1769382586,2,,,Personalized Wood Slice Ornament | State or Pet Design,Custom real wood slice ornament with state outline or pet silhouette. Perfect rustic Christmas decor. Handmade in Denver. Order yours today!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
custom-18oz-frosted-glass-tumbler-witchy-goth-iced-coffee-cup,Frosted Glass Tumbler 18oz - Witchy Goth Coffee Cup,"Bring a little witchy caffeine magic to your morning ritual. This 18oz glass can tumbler is fully customizable – choose one of my spooky designs (Witch’s Brew, skulls, sarcastic sayings, feminist vibes) or message me with your own idea for a truly one-of-a-kind cup!

☕DETAILS
• 18oz glass can tumbler (approx. 3 inch W x 5.8 inch H)
• Choose frosted or clear glass
• Includes bamboo lid and reusable straw (style may vary slightly)
• Perfect for iced coffee, tea, matcha, energy drinks &amp; more
• Custom witchy / goth / spooky designs created by me
• Made to order just for you in Denver, CO

🎨DESIGN OPTIONS
• Pick from the menu of designs: Witch’s Brew, A Little Weird But Fully Caffeinated, Hands, Never Better, Fueled By, Live Laugh (Sarcastic), Ray of Sarcasm, Women’s Rights, and more
• OR choose “Your Own Image” and I’ll create a custom design just for you
• Customize colors to match your aesthetic – dark, pastel goth, neon, monochrome, etc.
• Great for everyday spooky coffee lovers, goth besties, witches, baristas, and horror fans

❓HOW TO ORDER
• Select your glass type: clear or frosted
• Select your design from the drop-down menu, or choose “Your Own Image”
• In the personalization box, please include:
• Design choice (if not selected in menu)
• Any text you’d like added (name, phrase, date, etc.)
• Color preferences (ink color, accent colors, spooky palette ideas)
• Any specific imagery (skulls, moons, bats, florals, feminist icons, etc.)
• I’ll message you if I need clarification or to send a quick mockup before production

✨CARE
• Hand wash recommended to keep your design looking its best
• Do not scrub directly over the design or soak for long periods
• Not recommended for microwave use
• Treat it like your favorite spell jar – with a little extra care, it will last for many moons

🎁GIFTING &amp; OCCASIONS
• Perfect spooky gift for birthdays, Halloween, housewarmings, witchy friends, or coffee-obsessed goths
• Add a note at checkout if this is a gift – I’m happy to leave out pricing on the packing slip

Brew your coffee, charge your crystals, and sip from a tumbler that’s as weird and wonderful as you are. 🦇🖤",Midnight Muse Made,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers,Drinkware,"alt_aesthetic_cup, Bamboo, clear_glass_can_cup, custom_goth_tumbler, dark_academia_mug, featured, frosted_glass_can, Glass, glassware_drink, goth_glass_tumbler, halloween_glass_cup, occult_drinkware, personalized_tumbler, skull_coffee_glass, spooky_iced_coffee, Straw, witchy_coffee_cup",true,Design,Your Own Image,,,,,,,,,0.0,shopify,10,deny,manual,18.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/98d54029-il_fullxfull.7434505878_pxt1.jpg?v=1769382586,1,,false,Frosted Glass Tumbler 18oz | Witchy Goth Coffee Cup,Custom 18oz frosted glass tumbler with witchy & goth designs. Includes bamboo lid & straw. Perfect for iced coffee lovers. Handmade in Denver!,674,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
custom-18oz-frosted-glass-tumbler-witchy-goth-iced-coffee-cup,,,,,Drinkware,,,,A Little Weird,,,,,,,,,0.0,shopify,10,deny,manual,18.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/e2e2c09d-il_fullxfull.7482419039_ms32.jpg?v=1769382590,2,,,Frosted Glass Tumbler 18oz | Witchy Goth Coffee Cup,Custom 18oz frosted glass tumbler with witchy & goth designs. Includes bamboo lid & straw. Perfect for iced coffee lovers. Handmade in Denver!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
custom-18oz-frosted-glass-tumbler-witchy-goth-iced-coffee-cup,,,,,Drinkware,,,,Fueled By,,,,,,,,,0.0,shopify,10,deny,manual,18.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/bcc907c5-il_fullxfull.7482419053_sgv8.jpg?v=1769382586,3,,,Frosted Glass Tumbler 18oz | Witchy Goth Coffee Cup,Custom 18oz frosted glass tumbler with witchy & goth designs. Includes bamboo lid & straw. Perfect for iced coffee lovers. Handmade in Denver!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
custom-18oz-frosted-glass-tumbler-witchy-goth-iced-coffee-cup,,,,,Drinkware,,,,Live Laugh,,,,,,,,,0.0,shopify,10,deny,manual,18.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/2701fed3-il_fullxfull.7482419051_13kf.jpg?v=1769382586,4,,,Frosted Glass Tumbler 18oz | Witchy Goth Coffee Cup,Custom 18oz frosted glass tumbler with witchy & goth designs. Includes bamboo lid & straw. Perfect for iced coffee lovers. Handmade in Denver!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
custom-18oz-frosted-glass-tumbler-witchy-goth-iced-coffee-cup,,,,,Drinkware,,,,Ray of Sarcasm,,,,,,,,,0.0,shopify,10,deny,manual,18.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/a7bf40cd-il_fullxfull.7434502018_cggi.jpg?v=1769382587,5,,,Frosted Glass Tumbler 18oz | Witchy Goth Coffee Cup,Custom 18oz frosted glass tumbler with witchy & goth designs. Includes bamboo lid & straw. Perfect for iced coffee lovers. Handmade in Denver!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
custom-18oz-frosted-glass-tumbler-witchy-goth-iced-coffee-cup,,,,,Drinkware,,,,Womens Rights,,,,,,,,,0.0,shopify,10,deny,manual,18.00,,true,false,,,,,,,,,,Frosted Glass Tumbler 18oz | Witchy Goth Coffee Cup,Custom 18oz frosted glass tumbler with witchy & goth designs. Includes bamboo lid & straw. Perfect for iced coffee lovers. Handmade in Denver!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
spooky-custom-keychain-dark-humor-designs-business-logo-or-qr-code,"Spooky Custom Keychain – Dark Humor Designs, Business Logo or QR Code","Custom Goth Keychain – Dark Humor, Logo or QR Code

Need a keychain that’s just as weird, spooky, or over-caffeinated as you are? These custom keychains are perfect for horror lovers, creepy-cute goths, and small business goblins who want their branding to stand out in the wild. Choose from my dark humor premade designs or create a fully personalized keychain with your own image, logo, or QR code.

🖤 Premade Dark Humor Designs
• Dysfunctional
• Coffee &amp; Anxiety
• A Little Weird
• Demure
• Live Laugh Lobotomy

Each design is printed to show off the text clearly, with a vibe that’s equal parts spooky and sarcastic.

🕸 Fully Custom Option – Your Own Image / Logo / QR
Want something one-of-a-kind?

• Add your business logo for a mini branded key fob
• Include a QR code to your website, menu, Linktree, or socials
• Use a photo of your pet, partner, OC, or favorite horror art (with permission)
• Mix text + image for the perfect creepy-cute combo

I’ll work with you via the personalization box and messages to make sure your design is exactly how you want it before it’s made.

📏 Size &amp; Materials
• Material: Durable plastic
• Length: Approximately 2.4"" (perfect for keys, bags, and zipper pulls)
• Hardware: Metal keyring to attach to keys, bags, lanyards, or backpacks
• Print: Full-color printed design with a smooth finish

🎁 Perfect For
• Everyday keys with a spooky twist
• Creepy cute bag charms or zipper pulls
• Gifts for horror fans, goth friends, and weird little guys everywhere
• Small business branding (logo + QR code keychains for your team or clients)
• Conventions, markets, or event freebies with your branding

🧙 How to Order – Premade Design
• Select your Design from the dropdown
• Choose your Quantity
• Add to cart and check out
• If you want a small text tweak, mention it in the personalization box and I’ll let you know if it’s possible

🔮 How to Order – Fully Custom (Your Own Image)
• Select “Your Own Image” in the Design dropdown
• In the personalization box, tell me what you’d like:
• “Business logo with QR to my website”
• “Pet photo + name in gothic font”
• “Custom horror quote with blood-drip text”
• After checkout, send your image and/or logo file through Etsy messages
• I’ll send a mock-up proof for approval before printing (if needed)
• Once you approve, I’ll create and ship your custom keychain",Midnight Muse Made,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,Accessories,"alt_halloween_gift, branding_qr_keychain, coffee_anxiety_charm, creepy_cute_keychain, custom_goth_merch, custom_logo_key_fob, goth_custom_keychain, horror_quote_keyring, live_laugh_lobotomy, Metal, personalized_bag_tag, qr_code_business_tag, spooky_logo_keychain, weird_goth_aesthetic",true,Design,Dysfunctional,,,,,,,,,0.0,shopify,10,deny,manual,6.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/27da8d6b-il_fullxfull.6905087211_9pfb.jpg?v=1769382586,1,,false,"Spooky Custom Keychain | Dark Humor, Logo & QR Code",Custom goth keychain with dark humor designs or your own logo/QR code. 2.4 inch durable plastic with metal ring. Perfect spooky gift!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
spooky-custom-keychain-dark-humor-designs-business-logo-or-qr-code,,,,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,Accessories,,,,Coffee & Anxiety,,,,,,,,,0.0,shopify,10,deny,manual,6.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/5658c360-il_fullxfull.6905081013_ov54.jpg?v=1769382586,2,,,"Spooky Custom Keychain | Dark Humor, Logo & QR Code",Custom goth keychain with dark humor designs or your own logo/QR code. 2.4 inch durable plastic with metal ring. Perfect spooky gift!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
spooky-custom-keychain-dark-humor-designs-business-logo-or-qr-code,,,,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,Accessories,,,,A Little Weird,,,,,,,,,0.0,shopify,10,deny,manual,6.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/1d4a17c0-il_fullxfull.6857097762_ctsh.jpg?v=1769382586,3,,,"Spooky Custom Keychain | Dark Humor, Logo & QR Code",Custom goth keychain with dark humor designs or your own logo/QR code. 2.4 inch durable plastic with metal ring. Perfect spooky gift!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
spooky-custom-keychain-dark-humor-designs-business-logo-or-qr-code,,,,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,Accessories,,,,Demure,,,,,,,,,0.0,shopify,10,deny,manual,6.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/a6019e77-il_fullxfull.6857098476_pqx2.jpg?v=1769382586,4,,,"Spooky Custom Keychain | Dark Humor, Logo & QR Code",Custom goth keychain with dark humor designs or your own logo/QR code. 2.4 inch durable plastic with metal ring. Perfect spooky gift!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
spooky-custom-keychain-dark-humor-designs-business-logo-or-qr-code,,,,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,Accessories,,,,Live Laugh Lobotomy,,,,,,,,,0.0,shopify,10,deny,manual,6.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/8e81af9c-il_fullxfull.6857099394_rx5y.jpg?v=1769382586,5,,,"Spooky Custom Keychain | Dark Humor, Logo & QR Code",Custom goth keychain with dark humor designs or your own logo/QR code. 2.4 inch durable plastic with metal ring. Perfect spooky gift!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
spooky-custom-keychain-dark-humor-designs-business-logo-or-qr-code,,,,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,Accessories,,,,Your Own Image,,,,,,,,,0.0,shopify,10,deny,manual,6.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/64d8be5d-il_fullxfull.6857096148_gwlp.jpg?v=1769382586,6,,,"Spooky Custom Keychain | Dark Humor, Logo & QR Code",Custom goth keychain with dark humor designs or your own logo/QR code. 2.4 inch durable plastic with metal ring. Perfect spooky gift!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
engraved-wooden-christmas-ornament-new-home-engaged-wedding-personalized-holiday-keepsake,Engraved Wooden Christmas Ornament • New Home • Engaged • Wedding • Personalized Holiday Keepsake,"Celebrate life’s sweetest milestones with a timeless keepsake!
Each ornament is laser-engraved on beautifully finished wood and makes the perfect sentimental gift for couples, new homeowners, newlyweds, or anyone celebrating a magical first Christmas.

Choose from three heartfelt designs:
✨ First Christmas in Our New Home
✨ First Christmas Engaged
✨ First Christmas as Mr. &amp; Mrs.
Or Merry and Bright

These ornaments are lightweight, durable, and designed to hang beautifully on any tree. Whether you’re gifting to loved ones or treating yourself, this little wooden treasure adds a cozy, rustic touch to your holiday décor.

❤️ Personalization (optional):
Want to add a name, date, or short message? I’m happy to create a custom version just for you! (Add details in the personalization box.)",Midnight Muse Made,Home & Garden > Decor > Seasonal & Holiday Decorations > Holiday Ornaments,Holiday Ornaments,"Basswood, christmas_ornament, couple_ornament, custom_ornament, engaged_ornament, engraved_ornament, first_christmas, holiday_keepsake, housewarming_gift, laser_cut_wood, laser_engraved, Mr_Mrs_ornament, new_home_ornament, newlywed_ornament, Wood",true,Design,Merry and Bright,,,,,,,,,0.0,shopify,10,deny,manual,15.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/b19872de-il_fullxfull.7466154522_h4r8.jpg?v=1769382586,1,,false,Engraved Wooden Christmas Ornament | New Home & Wedding Gift,"Laser-engraved wood ornament for first Christmas, new home, engaged or married couples. Personalize with names & dates. Perfect rustic gift!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
engraved-wooden-christmas-ornament-new-home-engaged-wedding-personalized-holiday-keepsake,,,,Home & Garden > Decor > Seasonal & Holiday Decorations > Holiday Ornaments,Holiday Ornaments,,,,Engaged,,,,,,,,,0.0,shopify,10,deny,manual,15.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/a3908dd3-il_fullxfull.7514081423_4ecz.jpg?v=1769382587,2,,,Engraved Wooden Christmas Ornament | New Home & Wedding Gift,"Laser-engraved wood ornament for first Christmas, new home, engaged or married couples. Personalize with names & dates. Perfect rustic gift!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
engraved-wooden-christmas-ornament-new-home-engaged-wedding-personalized-holiday-keepsake,,,,Home & Garden > Decor > Seasonal & Holiday Decorations > Holiday Ornaments,Holiday Ornaments,,,,Married,,,,,,,,,0.0,shopify,10,deny,manual,15.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/628a1202-il_fullxfull.7514067865_qrr3.jpg?v=1769382587,3,,,Engraved Wooden Christmas Ornament | New Home & Wedding Gift,"Laser-engraved wood ornament for first Christmas, new home, engaged or married couples. Personalize with names & dates. Perfect rustic gift!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
engraved-wooden-christmas-ornament-new-home-engaged-wedding-personalized-holiday-keepsake,,,,Home & Garden > Decor > Seasonal & Holiday Decorations > Holiday Ornaments,Holiday Ornaments,,,,New Home,,,,,,,,,0.0,shopify,10,deny,manual,15.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/78099bda-il_fullxfull.7514067885_9lft.jpg?v=1769382590,4,,,Engraved Wooden Christmas Ornament | New Home & Wedding Gift,"Laser-engraved wood ornament for first Christmas, new home, engaged or married couples. Personalize with names & dates. Perfect rustic gift!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
engraved-wooden-christmas-ornament-new-home-engaged-wedding-personalized-holiday-keepsake,,,,Home & Garden > Decor > Seasonal & Holiday Decorations > Holiday Ornaments,Holiday Ornaments,,,,Your Own Image,,,,,,,,,0.0,shopify,10,deny,manual,15.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/a19809b1-il_fullxfull.7514080897_bdyq.jpg?v=1769382586,5,,,Engraved Wooden Christmas Ornament | New Home & Wedding Gift,"Laser-engraved wood ornament for first Christmas, new home, engaged or married couples. Personalize with names & dates. Perfect rustic gift!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
spooky-custom-canvas-banner-skeleton-wall-art-goth-room-decor,"Spooky Custom Canvas Banner, Skeleton Wall Art, Goth Room Decor","Custom goth hanging banner for your spooky lair, featuring skeletons, grim reapers, snakes, and creepy-cute art. Perfect as gothic wall decor, horror party decor, or a daily reminder that you’re “Barely Surviving But Thriving.” 🖤💀

• Fully customizable canvas banner – choose one of my spooky designs or send your own idea
• Goth, horror, and creepy-cute themes: skeleton throne, grim reaper, coffin, snake &amp; dagger and more
• Made to order just for you in my Denver, CO studio
• Perfect for bedrooms, offices, altars, dorm rooms, or Halloween parties that never really end

DESIGN OPTIONS
• Choose from existing designs in the dropdown (Skeleton Throne, Live Laugh Lobotomy, Never Better, Snake Sword)
• Select “Your Own Image” to send a design, reference photo, or idea for a custom banner
• I can work with phrases, quotes, memes, band-inspired vibes, or your own spooky iconography
• Want matching designs for a gallery wall or event? Message me for a coordinated set

HOW CUSTOMIZATION WORKS
• Pick your design option and add any notes in the personalization box
• If you choose a custom design, message me with your idea or image after checkout
• I’ll work with you on a concept you love and share details/messages through Etsy
• Once approved, I print and assemble your banner and ship it out within my listed processing time

PERFECT FOR
• Goth, emo, and horror-lover home decor
• Creepy-cute bedroom or office wall art
• Spooky housewarming or birthday gifts
• Year-round Halloween decor
• Party backdrops, photo booths, or streamer backgrounds

PLEASE NOTE
• Colors may vary slightly between screens and the final printed banner
• Custom designs may require additional communication time so we can get the art just right
• Because this banner is made to order, small variations are part of its handmade charm",Midnight Muse Made,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Home Decor,"alt_goth_home_decor, Canvas, creepy_cute_banner, custom_goth_banner, custom_halloween, funny_goth_decor, goth_hanging_banner, grim_reaper_banner, horror_home_decor, occult_goth_wall_art, skeleton_art_print, skeleton_wall_decor, spooky_room_decor, witchy_wall_decor",true,Design,Your Own Image,,,,,,,,,0.0,shopify,10,deny,manual,15.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/66487bff-il_fullxfull.7009743702_dpjg.jpg?v=1769382586,1,,false,Spooky Custom Canvas Banner | Skeleton Wall Art Goth Decor,"Custom goth canvas banner with skeleton, grim reaper & creepy-cute designs. Perfect Halloween decor or year-round spooky wall art. Order now!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
spooky-custom-canvas-banner-skeleton-wall-art-goth-room-decor,,,,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Home Decor,,,,Skeleton Throne,,,,,,,,,0.0,shopify,10,deny,manual,15.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/0c42356c-il_fullxfull.6753608286_mqxm.jpg?v=1769382587,2,,,Spooky Custom Canvas Banner | Skeleton Wall Art Goth Decor,"Custom goth canvas banner with skeleton, grim reaper & creepy-cute designs. Perfect Halloween decor or year-round spooky wall art. Order now!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
